userID,Treatment,sessionID,bookings
SplitValidateV2_2479,off,SplitValidateV2_2479_0,1.0
SplitValidateV2_2479,off,SplitValidateV2_2479_1,1.0
SplitValidateV2_2479,off,SplitValidateV2_2479_2,0.0
SplitValidateV2_2480,off,SplitValidateV2_2480_0,0.0
SplitValidateV2_2481,off,SplitValidateV2_2481_0,2.0
SplitValidateV2_2482,off,SplitValidateV2_2482_0,0.0
SplitValidateV2_2482,off,SplitValidateV2_2482_1,1.0
SplitValidateV2_2483,off,SplitValidateV2_2483_0,0.0
SplitValidateV2_2484,on,SplitValidateV2_2484_0,1.0
SplitValidateV2_2485,off,SplitValidateV2_2485_0,0.0
SplitValidateV2_2486,off,SplitValidateV2_2486_0,1.0
SplitValidateV2_2486,off,SplitValidateV2_2486_1,0.0
SplitValidateV2_2487,off,SplitValidateV2_2487_0,0.0
SplitValidateV2_2488,on,SplitValidateV2_2488_0,0.0
SplitValidateV2_2488,on,SplitValidateV2_2488_1,1.0
SplitValidateV2_2489,off,SplitValidateV2_2489_0,0.0
SplitValidateV2_2489,off,SplitValidateV2_2489_1,0.0
SplitValidateV2_2490,off,SplitValidateV2_2490_0,0.0
SplitValidateV2_2491,on,SplitValidateV2_2491_0,0.0
SplitValidateV2_2492,on,SplitValidateV2_2492_0,0.0
SplitValidateV2_2492,on,SplitValidateV2_2492_1,0.0
SplitValidateV2_2493,on,SplitValidateV2_2493_0,0.0
SplitValidateV2_2494,on,SplitValidateV2_2494_0,0.0
SplitValidateV2_2494,on,SplitValidateV2_2494_1,0.0
SplitValidateV2_2495,on,SplitValidateV2_2495_0,0.0
SplitValidateV2_2495,on,SplitValidateV2_2495_1,1.0
SplitValidateV2_2496,off,SplitValidateV2_2496_0,1.0
SplitValidateV2_2497,off,SplitValidateV2_2497_0,0.0
SplitValidateV2_2498,off,SplitValidateV2_2498_0,0.0
SplitValidateV2_2499,off,SplitValidateV2_2499_0,1.0
SplitValidateV2_2500,off,SplitValidateV2_2500_0,0.0
SplitValidateV2_2501,off,SplitValidateV2_2501_0,0.0
SplitValidateV2_2502,on,SplitValidateV2_2502_0,0.0
SplitValidateV2_2503,on,SplitValidateV2_2503_0,2.0
SplitValidateV2_2503,on,SplitValidateV2_2503_1,1.0
SplitValidateV2_2503,on,SplitValidateV2_2503_2,0.0
SplitValidateV2_2503,on,SplitValidateV2_2503_3,1.0
SplitValidateV2_2504,off,SplitValidateV2_2504_0,1.0
SplitValidateV2_2505,on,SplitValidateV2_2505_0,1.0
SplitValidateV2_2505,on,SplitValidateV2_2505_1,1.0
SplitValidateV2_2505,on,SplitValidateV2_2505_2,1.0
SplitValidateV2_2506,on,SplitValidateV2_2506_0,0.0
SplitValidateV2_2506,on,SplitValidateV2_2506_1,2.0
SplitValidateV2_2507,on,SplitValidateV2_2507_0,0.0
SplitValidateV2_2508,on,SplitValidateV2_2508_0,0.0
SplitValidateV2_2508,on,SplitValidateV2_2508_1,1.0
SplitValidateV2_2509,off,SplitValidateV2_2509_0,1.0
SplitValidateV2_2509,off,SplitValidateV2_2509_1,0.0
SplitValidateV2_2510,on,SplitValidateV2_2510_0,0.0
SplitValidateV2_2510,on,SplitValidateV2_2510_1,1.0
SplitValidateV2_2511,on,SplitValidateV2_2511_0,0.0
SplitValidateV2_2512,off,SplitValidateV2_2512_0,1.0
SplitValidateV2_2513,on,SplitValidateV2_2513_0,0.0
SplitValidateV2_2513,on,SplitValidateV2_2513_1,0.0
SplitValidateV2_2514,off,SplitValidateV2_2514_0,1.0
SplitValidateV2_2515,off,SplitValidateV2_2515_0,2.0
SplitValidateV2_2515,off,SplitValidateV2_2515_1,1.0
SplitValidateV2_2516,on,SplitValidateV2_2516_0,2.0
SplitValidateV2_2517,on,SplitValidateV2_2517_0,0.0
SplitValidateV2_2517,on,SplitValidateV2_2517_1,0.0
SplitValidateV2_2517,on,SplitValidateV2_2517_2,0.0
SplitValidateV2_2518,on,SplitValidateV2_2518_0,1.0
SplitValidateV2_2518,on,SplitValidateV2_2518_1,0.0
SplitValidateV2_2519,on,SplitValidateV2_2519_0,0.0
SplitValidateV2_2519,on,SplitValidateV2_2519_1,1.0
SplitValidateV2_2520,on,SplitValidateV2_2520_0,1.0
SplitValidateV2_2520,on,SplitValidateV2_2520_1,1.0
SplitValidateV2_2521,on,SplitValidateV2_2521_0,0.0
SplitValidateV2_2521,on,SplitValidateV2_2521_1,1.0
SplitValidateV2_2522,on,SplitValidateV2_2522_0,0.0
SplitValidateV2_2523,off,SplitValidateV2_2523_0,0.0
SplitValidateV2_2524,on,SplitValidateV2_2524_0,1.0
SplitValidateV2_2525,off,SplitValidateV2_2525_0,0.0
SplitValidateV2_2525,off,SplitValidateV2_2525_1,0.0
SplitValidateV2_2526,on,SplitValidateV2_2526_0,0.0
SplitValidateV2_2527,off,SplitValidateV2_2527_0,1.0
SplitValidateV2_2528,on,SplitValidateV2_2528_0,0.0
SplitValidateV2_2528,on,SplitValidateV2_2528_1,0.0
SplitValidateV2_2529,on,SplitValidateV2_2529_0,0.0
SplitValidateV2_2530,off,SplitValidateV2_2530_0,0.0
SplitValidateV2_2530,off,SplitValidateV2_2530_1,0.0
SplitValidateV2_2531,off,SplitValidateV2_2531_0,0.0
SplitValidateV2_2532,on,SplitValidateV2_2532_0,0.0
SplitValidateV2_2532,on,SplitValidateV2_2532_1,0.0
SplitValidateV2_2533,off,SplitValidateV2_2533_0,0.0
SplitValidateV2_2534,on,SplitValidateV2_2534_0,0.0
SplitValidateV2_2534,on,SplitValidateV2_2534_1,1.0
SplitValidateV2_2535,on,SplitValidateV2_2535_0,0.0
SplitValidateV2_2536,off,SplitValidateV2_2536_0,0.0
SplitValidateV2_2536,off,SplitValidateV2_2536_1,0.0
SplitValidateV2_2537,on,SplitValidateV2_2537_0,2.0
SplitValidateV2_2537,on,SplitValidateV2_2537_1,0.0
SplitValidateV2_2537,on,SplitValidateV2_2537_2,0.0
SplitValidateV2_2538,on,SplitValidateV2_2538_0,0.0
SplitValidateV2_2538,on,SplitValidateV2_2538_1,1.0
SplitValidateV2_2539,off,SplitValidateV2_2539_0,1.0
SplitValidateV2_2539,off,SplitValidateV2_2539_1,1.0
SplitValidateV2_2540,on,SplitValidateV2_2540_0,0.0
SplitValidateV2_2540,on,SplitValidateV2_2540_1,1.0
SplitValidateV2_2541,on,SplitValidateV2_2541_0,0.0
SplitValidateV2_2541,on,SplitValidateV2_2541_1,0.0
SplitValidateV2_2542,on,SplitValidateV2_2542_0,0.0
SplitValidateV2_2542,on,SplitValidateV2_2542_1,0.0
SplitValidateV2_2543,on,SplitValidateV2_2543_0,0.0
SplitValidateV2_2543,on,SplitValidateV2_2543_1,2.0
SplitValidateV2_2544,off,SplitValidateV2_2544_0,0.0
SplitValidateV2_2545,on,SplitValidateV2_2545_0,1.0
SplitValidateV2_2546,on,SplitValidateV2_2546_0,0.0
SplitValidateV2_2546,on,SplitValidateV2_2546_1,0.0
SplitValidateV2_2547,off,SplitValidateV2_2547_0,0.0
SplitValidateV2_2547,off,SplitValidateV2_2547_1,0.0
SplitValidateV2_2548,off,SplitValidateV2_2548_0,0.0
SplitValidateV2_2549,off,SplitValidateV2_2549_0,1.0
SplitValidateV2_2550,off,SplitValidateV2_2550_0,1.0
SplitValidateV2_2551,on,SplitValidateV2_2551_0,0.0
SplitValidateV2_2552,off,SplitValidateV2_2552_0,2.0
SplitValidateV2_2553,off,SplitValidateV2_2553_0,0.0
SplitValidateV2_2554,off,SplitValidateV2_2554_0,0.0
SplitValidateV2_2554,off,SplitValidateV2_2554_1,0.0
SplitValidateV2_2554,off,SplitValidateV2_2554_2,0.0
SplitValidateV2_2555,off,SplitValidateV2_2555_0,0.0
SplitValidateV2_2556,on,SplitValidateV2_2556_0,1.0
SplitValidateV2_2556,on,SplitValidateV2_2556_1,1.0
SplitValidateV2_2557,off,SplitValidateV2_2557_0,0.0
SplitValidateV2_2557,off,SplitValidateV2_2557_1,1.0
SplitValidateV2_2558,on,SplitValidateV2_2558_0,1.0
SplitValidateV2_2559,on,SplitValidateV2_2559_0,1.0
SplitValidateV2_2559,on,SplitValidateV2_2559_1,0.0
SplitValidateV2_2560,off,SplitValidateV2_2560_0,0.0
SplitValidateV2_2561,on,SplitValidateV2_2561_0,0.0
SplitValidateV2_2561,on,SplitValidateV2_2561_1,1.0
SplitValidateV2_2562,on,SplitValidateV2_2562_0,0.0
SplitValidateV2_2562,on,SplitValidateV2_2562_1,2.0
SplitValidateV2_2562,on,SplitValidateV2_2562_2,0.0
SplitValidateV2_2563,off,SplitValidateV2_2563_0,0.0
SplitValidateV2_2563,off,SplitValidateV2_2563_1,1.0
SplitValidateV2_2564,off,SplitValidateV2_2564_0,1.0
SplitValidateV2_2565,off,SplitValidateV2_2565_0,1.0
SplitValidateV2_2566,on,SplitValidateV2_2566_0,0.0
SplitValidateV2_2567,on,SplitValidateV2_2567_0,1.0
SplitValidateV2_2568,off,SplitValidateV2_2568_0,0.0
SplitValidateV2_2569,on,SplitValidateV2_2569_0,0.0
SplitValidateV2_2570,on,SplitValidateV2_2570_0,1.0
SplitValidateV2_2571,off,SplitValidateV2_2571_0,0.0
SplitValidateV2_2572,on,SplitValidateV2_2572_0,3.0
SplitValidateV2_2572,on,SplitValidateV2_2572_1,0.0
SplitValidateV2_2573,on,SplitValidateV2_2573_0,1.0
SplitValidateV2_2573,on,SplitValidateV2_2573_1,1.0
SplitValidateV2_2574,off,SplitValidateV2_2574_0,0.0
SplitValidateV2_2574,off,SplitValidateV2_2574_1,1.0
SplitValidateV2_2575,on,SplitValidateV2_2575_0,0.0
SplitValidateV2_2576,off,SplitValidateV2_2576_0,0.0
SplitValidateV2_2576,off,SplitValidateV2_2576_1,0.0
SplitValidateV2_2577,on,SplitValidateV2_2577_0,0.0
SplitValidateV2_2578,off,SplitValidateV2_2578_0,0.0
SplitValidateV2_2579,off,SplitValidateV2_2579_0,0.0
SplitValidateV2_2580,on,SplitValidateV2_2580_0,0.0
SplitValidateV2_2580,on,SplitValidateV2_2580_1,1.0
SplitValidateV2_2581,off,SplitValidateV2_2581_0,1.0
SplitValidateV2_2582,on,SplitValidateV2_2582_0,0.0
SplitValidateV2_2582,on,SplitValidateV2_2582_1,1.0
SplitValidateV2_2583,on,SplitValidateV2_2583_0,0.0
SplitValidateV2_2583,on,SplitValidateV2_2583_1,3.0
SplitValidateV2_2584,off,SplitValidateV2_2584_0,0.0
SplitValidateV2_2584,off,SplitValidateV2_2584_1,0.0
SplitValidateV2_2585,off,SplitValidateV2_2585_0,0.0
SplitValidateV2_2586,off,SplitValidateV2_2586_0,1.0
SplitValidateV2_2587,on,SplitValidateV2_2587_0,1.0
SplitValidateV2_2588,off,SplitValidateV2_2588_0,0.0
SplitValidateV2_2588,off,SplitValidateV2_2588_1,0.0
SplitValidateV2_2588,off,SplitValidateV2_2588_2,0.0
SplitValidateV2_2589,off,SplitValidateV2_2589_0,1.0
SplitValidateV2_2589,off,SplitValidateV2_2589_1,3.0
SplitValidateV2_2590,off,SplitValidateV2_2590_0,0.0
SplitValidateV2_2590,off,SplitValidateV2_2590_1,0.0
SplitValidateV2_2591,on,SplitValidateV2_2591_0,2.0
SplitValidateV2_2592,on,SplitValidateV2_2592_0,0.0
SplitValidateV2_2593,on,SplitValidateV2_2593_0,0.0
SplitValidateV2_2593,on,SplitValidateV2_2593_1,1.0
SplitValidateV2_2594,off,SplitValidateV2_2594_0,0.0
SplitValidateV2_2595,on,SplitValidateV2_2595_0,1.0
SplitValidateV2_2596,on,SplitValidateV2_2596_0,0.0
SplitValidateV2_2597,off,SplitValidateV2_2597_0,2.0
SplitValidateV2_2598,on,SplitValidateV2_2598_0,1.0
SplitValidateV2_2599,on,SplitValidateV2_2599_0,0.0
SplitValidateV2_2600,off,SplitValidateV2_2600_0,1.0
SplitValidateV2_2601,on,SplitValidateV2_2601_0,0.0
SplitValidateV2_2601,on,SplitValidateV2_2601_1,1.0
SplitValidateV2_2601,on,SplitValidateV2_2601_2,0.0
SplitValidateV2_2602,on,SplitValidateV2_2602_0,1.0
SplitValidateV2_2603,off,SplitValidateV2_2603_0,0.0
SplitValidateV2_2604,on,SplitValidateV2_2604_0,0.0
SplitValidateV2_2605,off,SplitValidateV2_2605_0,1.0
SplitValidateV2_2606,off,SplitValidateV2_2606_0,0.0
SplitValidateV2_2606,off,SplitValidateV2_2606_1,0.0
SplitValidateV2_2607,off,SplitValidateV2_2607_0,1.0
SplitValidateV2_2608,off,SplitValidateV2_2608_0,0.0
SplitValidateV2_2608,off,SplitValidateV2_2608_1,1.0
SplitValidateV2_2608,off,SplitValidateV2_2608_2,0.0
SplitValidateV2_2608,off,SplitValidateV2_2608_3,0.0
SplitValidateV2_2609,on,SplitValidateV2_2609_0,1.0
SplitValidateV2_2610,on,SplitValidateV2_2610_0,0.0
SplitValidateV2_2611,on,SplitValidateV2_2611_0,0.0
SplitValidateV2_2611,on,SplitValidateV2_2611_1,0.0
SplitValidateV2_2612,off,SplitValidateV2_2612_0,1.0
SplitValidateV2_2612,off,SplitValidateV2_2612_1,1.0
SplitValidateV2_2613,on,SplitValidateV2_2613_0,1.0
SplitValidateV2_2614,on,SplitValidateV2_2614_0,0.0
SplitValidateV2_2615,off,SplitValidateV2_2615_0,1.0
SplitValidateV2_2616,off,SplitValidateV2_2616_0,0.0
SplitValidateV2_2616,off,SplitValidateV2_2616_1,1.0
SplitValidateV2_2617,on,SplitValidateV2_2617_0,0.0
SplitValidateV2_2618,off,SplitValidateV2_2618_0,1.0
SplitValidateV2_2619,off,SplitValidateV2_2619_0,0.0
SplitValidateV2_2620,on,SplitValidateV2_2620_0,0.0
SplitValidateV2_2620,on,SplitValidateV2_2620_1,0.0
SplitValidateV2_2620,on,SplitValidateV2_2620_2,0.0
SplitValidateV2_2621,on,SplitValidateV2_2621_0,0.0
SplitValidateV2_2621,on,SplitValidateV2_2621_1,0.0
SplitValidateV2_2622,off,SplitValidateV2_2622_0,0.0
SplitValidateV2_2622,off,SplitValidateV2_2622_1,0.0
SplitValidateV2_2623,off,SplitValidateV2_2623_0,0.0
SplitValidateV2_2624,off,SplitValidateV2_2624_0,1.0
SplitValidateV2_2624,off,SplitValidateV2_2624_1,0.0
SplitValidateV2_2625,on,SplitValidateV2_2625_0,1.0
SplitValidateV2_2626,off,SplitValidateV2_2626_0,0.0
SplitValidateV2_2627,off,SplitValidateV2_2627_0,0.0
SplitValidateV2_2628,on,SplitValidateV2_2628_0,0.0
SplitValidateV2_2629,on,SplitValidateV2_2629_0,0.0
SplitValidateV2_2630,off,SplitValidateV2_2630_0,0.0
SplitValidateV2_2630,off,SplitValidateV2_2630_1,1.0
SplitValidateV2_2630,off,SplitValidateV2_2630_2,0.0
SplitValidateV2_2631,on,SplitValidateV2_2631_0,1.0
SplitValidateV2_2632,off,SplitValidateV2_2632_0,0.0
SplitValidateV2_2632,off,SplitValidateV2_2632_1,0.0
SplitValidateV2_2633,off,SplitValidateV2_2633_0,1.0
SplitValidateV2_2633,off,SplitValidateV2_2633_1,0.0
SplitValidateV2_2634,off,SplitValidateV2_2634_0,1.0
SplitValidateV2_2635,on,SplitValidateV2_2635_0,0.0
SplitValidateV2_2635,on,SplitValidateV2_2635_1,0.0
SplitValidateV2_2636,off,SplitValidateV2_2636_0,2.0
SplitValidateV2_2637,off,SplitValidateV2_2637_0,1.0
SplitValidateV2_2637,off,SplitValidateV2_2637_1,0.0
SplitValidateV2_2638,off,SplitValidateV2_2638_0,0.0
SplitValidateV2_2639,off,SplitValidateV2_2639_0,1.0
SplitValidateV2_2640,on,SplitValidateV2_2640_0,1.0
SplitValidateV2_2641,off,SplitValidateV2_2641_0,0.0
SplitValidateV2_2642,off,SplitValidateV2_2642_0,2.0
SplitValidateV2_2643,off,SplitValidateV2_2643_0,0.0
SplitValidateV2_2644,off,SplitValidateV2_2644_0,0.0
SplitValidateV2_2645,on,SplitValidateV2_2645_0,0.0
SplitValidateV2_2646,off,SplitValidateV2_2646_0,1.0
SplitValidateV2_2647,off,SplitValidateV2_2647_0,0.0
SplitValidateV2_2647,off,SplitValidateV2_2647_1,1.0
SplitValidateV2_2648,on,SplitValidateV2_2648_0,0.0
SplitValidateV2_2648,on,SplitValidateV2_2648_1,1.0
SplitValidateV2_2649,off,SplitValidateV2_2649_0,1.0
SplitValidateV2_2650,on,SplitValidateV2_2650_0,1.0
SplitValidateV2_2651,on,SplitValidateV2_2651_0,0.0
SplitValidateV2_2651,on,SplitValidateV2_2651_1,2.0
SplitValidateV2_2651,on,SplitValidateV2_2651_2,0.0
SplitValidateV2_2651,on,SplitValidateV2_2651_3,1.0
SplitValidateV2_2652,on,SplitValidateV2_2652_0,0.0
SplitValidateV2_2653,on,SplitValidateV2_2653_0,1.0
SplitValidateV2_2654,on,SplitValidateV2_2654_0,0.0
SplitValidateV2_2655,on,SplitValidateV2_2655_0,0.0
SplitValidateV2_2656,off,SplitValidateV2_2656_0,1.0
SplitValidateV2_2657,off,SplitValidateV2_2657_0,2.0
SplitValidateV2_2657,off,SplitValidateV2_2657_1,0.0
SplitValidateV2_2657,off,SplitValidateV2_2657_2,0.0
SplitValidateV2_2658,off,SplitValidateV2_2658_0,0.0
SplitValidateV2_2659,on,SplitValidateV2_2659_0,1.0
SplitValidateV2_2659,on,SplitValidateV2_2659_1,0.0
SplitValidateV2_2660,off,SplitValidateV2_2660_0,1.0
SplitValidateV2_2661,off,SplitValidateV2_2661_0,0.0
SplitValidateV2_2661,off,SplitValidateV2_2661_1,0.0
SplitValidateV2_2661,off,SplitValidateV2_2661_2,0.0
SplitValidateV2_2661,off,SplitValidateV2_2661_3,1.0
SplitValidateV2_2662,off,SplitValidateV2_2662_0,0.0
SplitValidateV2_2663,off,SplitValidateV2_2663_0,2.0
SplitValidateV2_2663,off,SplitValidateV2_2663_1,1.0
SplitValidateV2_2664,off,SplitValidateV2_2664_0,0.0
SplitValidateV2_2664,off,SplitValidateV2_2664_1,0.0
SplitValidateV2_2665,off,SplitValidateV2_2665_0,1.0
SplitValidateV2_2665,off,SplitValidateV2_2665_1,0.0
SplitValidateV2_2665,off,SplitValidateV2_2665_2,1.0
SplitValidateV2_2666,off,SplitValidateV2_2666_0,1.0
SplitValidateV2_2667,off,SplitValidateV2_2667_0,1.0
SplitValidateV2_2667,off,SplitValidateV2_2667_1,1.0
SplitValidateV2_2668,off,SplitValidateV2_2668_0,0.0
SplitValidateV2_2669,on,SplitValidateV2_2669_0,0.0
SplitValidateV2_2669,on,SplitValidateV2_2669_1,3.0
SplitValidateV2_2669,on,SplitValidateV2_2669_2,0.0
SplitValidateV2_2670,on,SplitValidateV2_2670_0,1.0
SplitValidateV2_2671,off,SplitValidateV2_2671_0,0.0
SplitValidateV2_2671,off,SplitValidateV2_2671_1,0.0
SplitValidateV2_2672,off,SplitValidateV2_2672_0,2.0
SplitValidateV2_2673,off,SplitValidateV2_2673_0,2.0
SplitValidateV2_2674,off,SplitValidateV2_2674_0,2.0
SplitValidateV2_2674,off,SplitValidateV2_2674_1,0.0
SplitValidateV2_2675,on,SplitValidateV2_2675_0,2.0
SplitValidateV2_2676,off,SplitValidateV2_2676_0,0.0
SplitValidateV2_2677,off,SplitValidateV2_2677_0,1.0
SplitValidateV2_2678,off,SplitValidateV2_2678_0,0.0
SplitValidateV2_2679,on,SplitValidateV2_2679_0,1.0
SplitValidateV2_2679,on,SplitValidateV2_2679_1,0.0
SplitValidateV2_2680,on,SplitValidateV2_2680_0,0.0
SplitValidateV2_2681,off,SplitValidateV2_2681_0,2.0
SplitValidateV2_2681,off,SplitValidateV2_2681_1,1.0
SplitValidateV2_2682,on,SplitValidateV2_2682_0,1.0
SplitValidateV2_2683,off,SplitValidateV2_2683_0,0.0
SplitValidateV2_2684,off,SplitValidateV2_2684_0,0.0
SplitValidateV2_2685,off,SplitValidateV2_2685_0,1.0
SplitValidateV2_2686,on,SplitValidateV2_2686_0,1.0
SplitValidateV2_2687,on,SplitValidateV2_2687_0,0.0
SplitValidateV2_2687,on,SplitValidateV2_2687_1,0.0
SplitValidateV2_2687,on,SplitValidateV2_2687_2,0.0
SplitValidateV2_2688,on,SplitValidateV2_2688_0,2.0
SplitValidateV2_2689,on,SplitValidateV2_2689_0,2.0
SplitValidateV2_2689,on,SplitValidateV2_2689_1,1.0
SplitValidateV2_2689,on,SplitValidateV2_2689_2,0.0
SplitValidateV2_2690,on,SplitValidateV2_2690_0,0.0
SplitValidateV2_2691,on,SplitValidateV2_2691_0,0.0
SplitValidateV2_2691,on,SplitValidateV2_2691_1,1.0
SplitValidateV2_2692,on,SplitValidateV2_2692_0,0.0
SplitValidateV2_2693,on,SplitValidateV2_2693_0,0.0
SplitValidateV2_2694,on,SplitValidateV2_2694_0,1.0
SplitValidateV2_2694,on,SplitValidateV2_2694_1,2.0
SplitValidateV2_2695,on,SplitValidateV2_2695_0,1.0
SplitValidateV2_2696,off,SplitValidateV2_2696_0,0.0
SplitValidateV2_2697,off,SplitValidateV2_2697_0,1.0
SplitValidateV2_2697,off,SplitValidateV2_2697_1,3.0
SplitValidateV2_2698,off,SplitValidateV2_2698_0,1.0
SplitValidateV2_2698,off,SplitValidateV2_2698_1,0.0
SplitValidateV2_2699,on,SplitValidateV2_2699_0,0.0
SplitValidateV2_2700,off,SplitValidateV2_2700_0,0.0
SplitValidateV2_2700,off,SplitValidateV2_2700_1,2.0
SplitValidateV2_2701,off,SplitValidateV2_2701_0,1.0
SplitValidateV2_2702,on,SplitValidateV2_2702_0,0.0
SplitValidateV2_2702,on,SplitValidateV2_2702_1,0.0
SplitValidateV2_2702,on,SplitValidateV2_2702_2,0.0
SplitValidateV2_2703,off,SplitValidateV2_2703_0,0.0
SplitValidateV2_2704,off,SplitValidateV2_2704_0,1.0
SplitValidateV2_2705,off,SplitValidateV2_2705_0,0.0
SplitValidateV2_2706,on,SplitValidateV2_2706_0,0.0
SplitValidateV2_2706,on,SplitValidateV2_2706_1,0.0
SplitValidateV2_2706,on,SplitValidateV2_2706_2,1.0
SplitValidateV2_2707,on,SplitValidateV2_2707_0,1.0
SplitValidateV2_2708,on,SplitValidateV2_2708_0,0.0
SplitValidateV2_2709,off,SplitValidateV2_2709_0,1.0
SplitValidateV2_2709,off,SplitValidateV2_2709_1,0.0
SplitValidateV2_2710,on,SplitValidateV2_2710_0,0.0
SplitValidateV2_2710,on,SplitValidateV2_2710_1,0.0
SplitValidateV2_2711,on,SplitValidateV2_2711_0,1.0
SplitValidateV2_2711,on,SplitValidateV2_2711_1,0.0
SplitValidateV2_2712,off,SplitValidateV2_2712_0,0.0
SplitValidateV2_2713,on,SplitValidateV2_2713_0,0.0
SplitValidateV2_2714,off,SplitValidateV2_2714_0,0.0
SplitValidateV2_2715,off,SplitValidateV2_2715_0,0.0
SplitValidateV2_2716,off,SplitValidateV2_2716_0,0.0
SplitValidateV2_2717,on,SplitValidateV2_2717_0,1.0
SplitValidateV2_2717,on,SplitValidateV2_2717_1,0.0
SplitValidateV2_2718,on,SplitValidateV2_2718_0,0.0
SplitValidateV2_2718,on,SplitValidateV2_2718_1,0.0
SplitValidateV2_2719,off,SplitValidateV2_2719_0,1.0
SplitValidateV2_2719,off,SplitValidateV2_2719_1,0.0
SplitValidateV2_2719,off,SplitValidateV2_2719_2,0.0
SplitValidateV2_2719,off,SplitValidateV2_2719_3,0.0
SplitValidateV2_2720,off,SplitValidateV2_2720_0,0.0
SplitValidateV2_2721,off,SplitValidateV2_2721_0,0.0
SplitValidateV2_2721,off,SplitValidateV2_2721_1,1.0
SplitValidateV2_2722,on,SplitValidateV2_2722_0,0.0
SplitValidateV2_2722,on,SplitValidateV2_2722_1,0.0
SplitValidateV2_2723,off,SplitValidateV2_2723_0,1.0
SplitValidateV2_2724,on,SplitValidateV2_2724_0,0.0
SplitValidateV2_2725,on,SplitValidateV2_2725_0,1.0
SplitValidateV2_2726,off,SplitValidateV2_2726_0,2.0
SplitValidateV2_2727,on,SplitValidateV2_2727_0,0.0
SplitValidateV2_2727,on,SplitValidateV2_2727_1,1.0
SplitValidateV2_2728,on,SplitValidateV2_2728_0,0.0
SplitValidateV2_2729,on,SplitValidateV2_2729_0,0.0
SplitValidateV2_2730,off,SplitValidateV2_2730_0,0.0
SplitValidateV2_2731,on,SplitValidateV2_2731_0,1.0
SplitValidateV2_2732,on,SplitValidateV2_2732_0,0.0
SplitValidateV2_2733,on,SplitValidateV2_2733_0,0.0
SplitValidateV2_2733,on,SplitValidateV2_2733_1,0.0
SplitValidateV2_2734,off,SplitValidateV2_2734_0,0.0
SplitValidateV2_2735,on,SplitValidateV2_2735_0,1.0
SplitValidateV2_2736,off,SplitValidateV2_2736_0,2.0
SplitValidateV2_2737,on,SplitValidateV2_2737_0,1.0
SplitValidateV2_2738,on,SplitValidateV2_2738_0,0.0
SplitValidateV2_2739,off,SplitValidateV2_2739_0,1.0
SplitValidateV2_2739,off,SplitValidateV2_2739_1,0.0
SplitValidateV2_2740,off,SplitValidateV2_2740_0,1.0
SplitValidateV2_2741,off,SplitValidateV2_2741_0,1.0
SplitValidateV2_2741,off,SplitValidateV2_2741_1,0.0
SplitValidateV2_2742,off,SplitValidateV2_2742_0,1.0
SplitValidateV2_2742,off,SplitValidateV2_2742_1,0.0
SplitValidateV2_2743,on,SplitValidateV2_2743_0,0.0
SplitValidateV2_2744,off,SplitValidateV2_2744_0,1.0
SplitValidateV2_2744,off,SplitValidateV2_2744_1,0.0
SplitValidateV2_2745,off,SplitValidateV2_2745_0,0.0
SplitValidateV2_2745,off,SplitValidateV2_2745_1,2.0
SplitValidateV2_2746,on,SplitValidateV2_2746_0,1.0
SplitValidateV2_2746,on,SplitValidateV2_2746_1,1.0
SplitValidateV2_2747,on,SplitValidateV2_2747_0,2.0
SplitValidateV2_2747,on,SplitValidateV2_2747_1,0.0
SplitValidateV2_2748,on,SplitValidateV2_2748_0,0.0
SplitValidateV2_2748,on,SplitValidateV2_2748_1,0.0
SplitValidateV2_2749,off,SplitValidateV2_2749_0,0.0
SplitValidateV2_2750,off,SplitValidateV2_2750_0,1.0
SplitValidateV2_2750,off,SplitValidateV2_2750_1,1.0
SplitValidateV2_2751,off,SplitValidateV2_2751_0,0.0
SplitValidateV2_2751,off,SplitValidateV2_2751_1,1.0
SplitValidateV2_2752,on,SplitValidateV2_2752_0,1.0
SplitValidateV2_2753,off,SplitValidateV2_2753_0,2.0
SplitValidateV2_2753,off,SplitValidateV2_2753_1,1.0
SplitValidateV2_2754,on,SplitValidateV2_2754_0,0.0
SplitValidateV2_2755,on,SplitValidateV2_2755_0,0.0
SplitValidateV2_2756,on,SplitValidateV2_2756_0,0.0
SplitValidateV2_2756,on,SplitValidateV2_2756_1,0.0
SplitValidateV2_2757,off,SplitValidateV2_2757_0,0.0
SplitValidateV2_2757,off,SplitValidateV2_2757_1,0.0
SplitValidateV2_2758,on,SplitValidateV2_2758_0,1.0
SplitValidateV2_2759,off,SplitValidateV2_2759_0,0.0
SplitValidateV2_2760,on,SplitValidateV2_2760_0,0.0
SplitValidateV2_2761,on,SplitValidateV2_2761_0,1.0
SplitValidateV2_2762,on,SplitValidateV2_2762_0,1.0
SplitValidateV2_2763,off,SplitValidateV2_2763_0,0.0
SplitValidateV2_2763,off,SplitValidateV2_2763_1,0.0
SplitValidateV2_2764,on,SplitValidateV2_2764_0,1.0
SplitValidateV2_2764,on,SplitValidateV2_2764_1,0.0
SplitValidateV2_2765,on,SplitValidateV2_2765_0,0.0
SplitValidateV2_2765,on,SplitValidateV2_2765_1,1.0
SplitValidateV2_2766,on,SplitValidateV2_2766_0,0.0
SplitValidateV2_2766,on,SplitValidateV2_2766_1,1.0
